hashed_uid,date,pam_score_mean,pam_n_responses
26119daf181335b2,2013-05-16 00:00:00-04:00,15.0,1
26119daf181335b2,2013-05-24 00:00:00-04:00,10.0,1
26119daf181335b2,2013-05-29 00:00:00-04:00,14.0,1
26119daf181335b2,2013-05-30 00:00:00-04:00,15.0,1
2c1946301ae0a12c,2013-04-02 00:00:00-04:00,8.0,5
2c1946301ae0a12c,2013-04-03 00:00:00-04:00,10.8,10
2c1946301ae0a12c,2013-04-04 00:00:00-04:00,8.444444444444445,9
2c1946301ae0a12c,2013-04-05 00:00:00-04:00,5.2,5
2c1946301ae0a12c,2013-04-06 00:00:00-04:00,8.0,7
2c1946301ae0a12c,2013-04-07 00:00:00-04:00,7.5,6
2c1946301ae0a12c,2013-04-08 00:00:00-04:00,9.25,8
2c1946301ae0a12c,2013-04-09 00:00:00-04:00,12.0,7
2c1946301ae0a12c,2013-04-10 00:00:00-04:00,13.0,6
2c1946301ae0a12c,2013-04-11 00:00:00-04:00,6.8,5
2c1946301ae0a12c,2013-04-12 00:00:00-04:00,8.25,4
2c1946301ae0a12c,2013-04-13 00:00:00-04:00,4.6,5
2c1946301ae0a12c,2013-04-14 00:00:00-04:00,5.0,1
2c1946301ae0a12c,2013-04-15 00:00:00-04:00,6.8,5
2c1946301ae0a12c,2013-04-16 00:00:00-04:00,10.5,6
2c1946301ae0a12c,2013-04-17 00:00:00-04:00,10.5,4
2c1946301ae0a12c,2013-04-18 00:00:00-04:00,8.75,4
2c1946301ae0a12c,2013-04-19 00:00:00-04:00,9.0,4
2c1946301ae0a12c,2013-04-20 00:00:00-04:00,4.0,3
2c1946301ae0a12c,2013-04-21 00:00:00-04:00,11.0,5
2c1946301ae0a12c,2013-04-22 00:00:00-04:00,10.333333333333334,6
2c1946301ae0a12c,2013-04-23 00:00:00-04:00,10.2,5
2c1946301ae0a12c,2013-04-24 00:00:00-04:00,12.333333333333334,3
2c1946301ae0a12c,2013-04-25 00:00:00-04:00,7.5,4
2c1946301ae0a12c,2013-04-26 00:00:00-04:00,9.75,4
2c1946301ae0a12c,2013-04-27 00:00:00-04:00,10.0,4
2c1946301ae0a12c,2013-04-28 00:00:00-04:00,12.0,3
2c1946301ae0a12c,2013-04-29 00:00:00-04:00,7.4,5
2c1946301ae0a12c,2013-04-30 00:00:00-04:00,9.666666666666666,3
2c1946301ae0a12c,2013-05-01 00:00:00-04:00,8.4,5
2c1946301ae0a12c,2013-05-02 00:00:00-04:00,13.333333333333334,3
2c1946301ae0a12c,2013-05-03 00:00:00-04:00,10.2,5
2c1946301ae0a12c,2013-05-04 00:00:00-04:00,10.0,2
2c1946301ae0a12c,2013-05-05 00:00:00-04:00,7.5,4
2c1946301ae0a12c,2013-05-06 00:00:00-04:00,7.25,4
2c1946301ae0a12c,2013-05-07 00:00:00-04:00,7.0,2
2c1946301ae0a12c,2013-05-08 00:00:00-04:00,9.0,4
2c1946301ae0a12c,2013-05-09 00:00:00-04:00,8.25,4
2c1946301ae0a12c,2013-05-10 00:00:00-04:00,10.5,2
2c1946301ae0a12c,2013-05-12 00:00:00-04:00,4.0,2
2c1946301ae0a12c,2013-05-13 00:00:00-04:00,13.5,2
2c1946301ae0a12c,2013-05-14 00:00:00-04:00,6.25,4
2c1946301ae0a12c,2013-05-15 00:00:00-04:00,6.8,5
2c1946301ae0a12c,2013-05-16 00:00:00-04:00,11.6,5
2c1946301ae0a12c,2013-05-17 00:00:00-04:00,6.333333333333333,6
2c1946301ae0a12c,2013-05-18 00:00:00-04:00,9.333333333333334,3
2c1946301ae0a12c,2013-05-19 00:00:00-04:00,7.333333333333333,3
2c1946301ae0a12c,2013-05-20 00:00:00-04:00,1.0,1
2c1946301ae0a12c,2013-05-21 00:00:00-04:00,2.0,1
2c1946301ae0a12c,2013-05-22 00:00:00-04:00,5.0,3
2c1946301ae0a12c,2013-05-23 00:00:00-04:00,3.0,2
